code_ligne,nom_ligne,sens,vers,couleur,code_arret,nom_arret,refs
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1351,Cimetiere,269681667
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1365,Daumesnil,269681687
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1376,Eglise Sacré Coeur,269681673
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1383,Fauvettes,269681678
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1555,Gare Val de Ris RER,269681665|269681689
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1379,Grand-Bourg,269681683
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1398,Gutenberg,269681685
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1399,Gutenberg,269681681
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1378,Hameaux de la Roche,269681686
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1647,Jean Jaurès,269681672
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1691,Mairie,269681688
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1511,Notre Dame Rue du Clos,269681668
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1552,Route de Grigny,269681671
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1577,Rue du Temple,269681677
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1578,Rue Gambetta,269681666
419,419,A,Ris-Orangis Gare Val de Ris RER,16764057,1591,Vieux Cèdre,269681682
420,420,A,Epinay Gare RER,26214,1419,Avenue Jean Merm,269748488
420,420,A,Epinay Gare RER,26214,1317,Barbusse Cassin,269748495
420,420,A,Epinay Gare RER,26214,1148,Cimetiere,269748498
420,420,A,Epinay Gare RER,26214,1089,Gare RER,269748504
420,420,A,Epinay Gare RER,26214,1208,Grigny Centre RE,269748481
420,420,A,Epinay Gare RER,26214,1394,Guérinière,269748500
420,420,A,Epinay Gare RER,26214,1571,Jean Moulin,269748489
420,420,A,Epinay Gare RER,26214,1426,J.P. Timbaud,269748491
420,420,A,Epinay Gare RER,26214,1438,La Ferme Neuve,269748484
420,420,A,Epinay Gare RER,26214,1446,La Rivière,269748503
420,420,A,Epinay Gare RER,26214,1635,La Serpente,269748486
420,420,A,Epinay Gare RER,26214,1071,Le Damier,269748485
420,420,A,Epinay Gare RER,26214,1135,Les Merisiers,269748496
420,420,A,Epinay Gare RER,26214,1184,Les Solstices,269748487
420,420,A,Epinay Gare RER,26214,1174,Mairie,269748483
420,420,A,Epinay Gare RER,26214,1203,Mairie,269748499
420,420,A,Epinay Gare RER,26214,1016,Marché Morsang,269748493
420,420,A,Epinay Gare RER,26214,1172,Pablo Neruda,269748482
420,420,A,Epinay Gare RER,26214,1532,Place Henri IV,269748492
420,420,A,Epinay Gare RER,26214,1534,Place Marcel Sembat,269748494
420,420,A,Epinay Gare RER,26214,1564,Rue de l'Egalité,269748501
420,420,A,Epinay Gare RER,26214,1566,Rue de Morsang,269748502
420,420,A,Epinay Gare RER,26214,1584,Square Jean Lurçat,269748497
420,420,A,Epinay Gare RER,26214,1638,Voie de Compiègne,269748490
420,420,R,Grigny Centre RER,26214,1420,Avenue Jean Merm,269781518
420,420,R,Grigny Centre RER,26214,1318,Barbusse Cassin,269781511
420,420,R,Grigny Centre RER,26214,1149,Cimetiere,269781509
420,420,R,Grigny Centre RER,26214,1089,Gare RER,269781505
420,420,R,Grigny Centre RER,26214,1392,Grand Vaux,269781506
420,420,R,Grigny Centre RER,26214,1395,Gueriniere,269781507
420,420,R,Grigny Centre RER,26214,1180,Jean Moulin,269781517
420,420,R,Grigny Centre RER,26214,1425,J.P. Timbaud,269781515
420,420,R,Grigny Centre RER,26214,1439,La Ferme Neuve,269781522
420,420,R,Grigny Centre RER,26214,1175,La Serpente,269781520
420,420,R,Grigny Centre RER,26214,1070,Le Damier,269781521
420,420,R,Grigny Centre RER,26214,1136,Les Merisiers,269781510
420,420,R,Grigny Centre RER,26214,1183,Les Solstices,269781519
420,420,R,Grigny Centre RER,26214,1173,Mairie,269781523
420,420,R,Grigny Centre RER,26214,1202,Mairie,269781508
420,420,R,Grigny Centre RER,26214,1017,Marché Morsang,269781513
420,420,R,Grigny Centre RER,26214,1171,Pablo Neruda,269781524
420,420,R,Grigny Centre RER,26214,1533,Place Henri IV,269781514
420,420,R,Grigny Centre RER,26214,1535,Place Marcel Sembat,269781512
420,420,R,Grigny Centre RER,26214,1181,Voie de Compiègne,269781516
